group_id,sentence,sentiment,uuid
1,It plays great music that you'll love also!,pos,1096761600B0001IU5HYAGC3CMU4FWKMQ
1,And the mobile is so adorable you'll both get a kick out of it.,pos,1096761600B0001IU5HYAGC3CMU4FWKMQ
1,My baby falls asleep all the time on it.,pos,1096761600B0001IU5HYAGC3CMU4FWKMQ
1,It's quiet it has adjustble settings different sounds and is just plain GREAT!,pos,1096761600B0001IU5HYAGC3CMU4FWKMQ
1,We love this chair (we also had the infant package)We received it as a gift and have used it since our daughter was 5 months old she will be 2 in 2 weeks it is the perfect size for her and our room.,pos,1235952000B0007Y3EFWAMPYNXG383Y1D
1,She now has full access to the chair and can get on and off herself for mealtime.,pos,1235952000B0007Y3EFWAMPYNXG383Y1D
1,It was very easy to put together and has a multitude of adjustments in the seat and footrest to grow with baby it is very durable seemingly knick proof easy to clean there are a few nooks and crannies which get a little crumb traffic but easy to get with a vacuum hose.,neu,1235952000B0007Y3EFWAMPYNXG383Y1D
1,The cusions also wash and wear beautifully.,pos,1235952000B0007Y3EFWAMPYNXG383Y1D
1,In conclusion we highly reccomend this chair the only drawback is the hefty pricetag but a chair to last through childhood.,neu,1235952000B0007Y3EFWAMPYNXG383Y1D
1,Its all great!,pos,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,The car seat clicks right in.,pos,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,The noises are great and I love using it as a speaker for my ipod.,pos,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,He sleeps so well in it and he also enjoys playing with the mirror and rattle bar toy.,pos,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,The only thing I have problems with is at speed 6 it bumps a little on each end and kinda jars him.,neg,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,Its not a lot bu it does do a small little bump on each end but only at the highest speed.,neg,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,He doesnt mind now I think hes gotten used to the bump.,neu,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,Hes almost 8 months now and we had to sell his fisher price swing when he was 6 months cause he was just too big for it.,neu,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,He still has room to grow in this one!,pos,1221782400B000WIEH2CA2NH6UFCCKBIKU
1,I have not had a problem with using these bottles on my older model of the medela pump.,pos,1230681600B000056J90A1SEYO3R1ACUSM
1,Very helpful to have extras!,pos,1230681600B000056J90A1SEYO3R1ACUSM
1,This is a wonderful product for nursing.,pos,1117152000B00028YSU8A3HYSUM5G7X6JW
1,It fits a lot better around you than the Boppy.,pos,1117152000B00028YSU8A3HYSUM5G7X6JW
1,It is also more comfortable when sitting in a chair with arm rests.,pos,1117152000B00028YSU8A3HYSUM5G7X6JW
1,However after you are done nursing or when your baby out- grows it you will not have much use for it.,neg,1117152000B00028YSU8A3HYSUM5G7X6JW
1,The Boppy on the other hand can be used for tummy- time and to help them sit up.,pos,1117152000B00028YSU8A3HYSUM5G7X6JW
1,However as a nursing pillow this is your best choice.,pos,1117152000B00028YSU8A3HYSUM5G7X6JW
1,First of all this thing dries out wipes even if you do add the 1/4 cup of water you're supposed to add every couple of days!,neg,1048723200B00005QBWZA1OAQLHCVKKNC5
1,It also restricts you in the kind of wipes you can buy forget getting Chubbs in its round container for instance.,neg,1048723200B00005QBWZA1OAQLHCVKKNC5
1,The little storage area is a nice idea but it's rather flimsy and not very supportive.,neu,1048723200B00005QBWZA1OAQLHCVKKNC5
1,Your best bet would be to get one of the wrap- around warmers which have cute pastel designs on them and mold to the shape of the wipe tub.,neu,1048723200B00005QBWZA1OAQLHCVKKNC5
1,These take up far less room and are much easier to clean too.,pos,1048723200B00005QBWZA1OAQLHCVKKNC5
1,This one?,neu,1048723200B00005QBWZA1OAQLHCVKKNC5
1,You'll be continuously wiping it down when it hasn't fallen over that is.,neg,1048723200B00005QBWZA1OAQLHCVKKNC5
1,I have the jungle style for my little girl (basically the same thing but different scheme) she loved it from day one played until we finally took her out (normally half hour is her max with anything) but she loved this a lot so much to do.,pos,1148688000B000BKTEYCA215WH6RUDUCMP
1,It is a huge improvement over the very basic one I had with son 7 years ago (his was basically the same thing but no toys at all on top) and he loved it even then lol.,pos,1148688000B000BKTEYCA215WH6RUDUCMP
1,It is so great keeps baby busy and entertained and smiling so big that even though you want to put them in it to get some dishes done you are held captivated at their happiness we dont get much done these days but to sit and watch her be happy always worth it!,pos,1148688000B000BKTEYCA215WH6RUDUCMP
1,It is wonderful and very affordable taking into consideration how much the baby toys are for one (anywhere for a few bucks to 7 or so for small toys) and you get 9-10 with this so very well worth the price you get your moneys worth.,pos,1148688000B000BKTEYCA215WH6RUDUCMP
1,I also found it more colorful and more to do then many other models.,pos,1148688000B000BKTEYCA215WH6RUDUCMP
1,Has the spinny things which Ella loves the light up music bus which shes still trying to push but she loves lights and music and so much more if they get bored they just need spin for new toys lol highly recommended best stationary there is out there!,pos,1148688000B000BKTEYCA215WH6RUDUCMP
1,I love this pump.,pos,1243382400B001G2IAT4A2FL3H4VX5IB5W
1,The silicone massage cushion works wonders and makes the pump very effective.,pos,1243382400B001G2IAT4A2FL3H4VX5IB5W
1,I get more milk with this pump than with my double electric.,pos,1243382400B001G2IAT4A2FL3H4VX5IB5W
1,It's easy to assemble and wash.,pos,1243382400B001G2IAT4A2FL3H4VX5IB5W
1,I do wish the white plastic dome piece stayed on better but that is a very minor complaint.,neg,1243382400B001G2IAT4A2FL3H4VX5IB5W
1,i bought this when my twin sons were 4 months old and they're still using it at 8 months.,pos,1125100800B0002PR43OA9XMQ24ZKXYSN
1,i'm not sure what the other reviewer said about dye leaking they have thoroughly chewed everything they could reach and we have not encountered that problem.,pos,1125100800B0002PR43OA9XMQ24ZKXYSN
1,we tried to get away with just one exersaucer but they both loved it so much we broke down and bought another.,pos,1125100800B0002PR43OA9XMQ24ZKXYSN
1,it's provided hours of entertainment and ranks up there with the kick n'play bouncer in terms of usefulness.,neu,1125100800B0002PR43OA9XMQ24ZKXYSN
1,the only drawback is that although every square inch is crammed with toys for my little ones the exersaucer came fully disassembled and my poor husband spent almost 3 hours putting the two together.,neu,1125100800B0002PR43OA9XMQ24ZKXYSN
1,*** UPDATE* ** my sons loved this exersaucer until they were 11mos old.,neu,1125100800B0002PR43OA9XMQ24ZKXYSN
1,then they started walking and no longer like it but looking back this has been the most worthwhile investment of all the various infant toys.,pos,1125100800B0002PR43OA9XMQ24ZKXYSN
1,when your kid (in my case twins) outgrows toys every month or two you really appreciate the staying power of a toy that can last 6 months!,neu,1125100800B0002PR43OA9XMQ24ZKXYSN
1,I didn't have it when I started but I really appreciated it once I got it.,neu,1112313600B000056JIHA2EB1CRB5ZZYT9
1,A definate improvement.,pos,1112313600B000056JIHA2EB1CRB5ZZYT9
1,The only part that I don't like and this is an individual thing is the ridges (tread).,neg,1112313600B000056JIHA2EB1CRB5ZZYT9
1,I am usually bare foot and they irritate my apparently sensative feet.,neg,1112313600B000056JIHA2EB1CRB5ZZYT9
1,I've put a dish towel over it to make it more comfortable for me.,neu,1112313600B000056JIHA2EB1CRB5ZZYT9
1,WOW!,pos,1153180800B00005YWN0AQV9CHFI079SK
1,We love our video monitor!,pos,1153180800B00005YWN0AQV9CHFI079SK
1,This has really helped our transition to getting our son into his own room at night!,pos,1153180800B00005YWN0AQV9CHFI079SK
1,Our son was perfectly fine when we transitioned him to his own room but my husband and I were a nervous wreck!,neu,1153180800B00005YWN0AQV9CHFI079SK
1,This monitor helps us keep peace of mind and be able to rest.,pos,1153180800B00005YWN0AQV9CHFI079SK
1,We have had minimal problems with static and the sound/picture quality is great - even the night vision feature!,neu,1153180800B00005YWN0AQV9CHFI079SK
1,We can check to see his position (I am always nervous about him smooshing his face into the mattress when he rolls around) his breathing and the geographic locale of his pacifier!,pos,1153180800B00005YWN0AQV9CHFI079SK
1,We get a kick out of seeing our son exploring in his crib and not even knowing he has an audience!,pos,1153180800B00005YWN0AQV9CHFI079SK
1,Also when he is napping it makes it easy to check on him without actually entering his room - which always used to wake him up.,pos,1153180800B00005YWN0AQV9CHFI079SK
1,I understand from the other reviews that durability and longevity may be an issue with this item.,neg,1153180800B00005YWN0AQV9CHFI079SK
1,I can't comment on that because we have only had it for 2 months.,neu,1153180800B00005YWN0AQV9CHFI079SK
1,But for us 2 months of sleep has been worth the investment already even if it tanks later,neu,1153180800B00005YWN0AQV9CHFI079SK
1,I got this warmer as a shower gift.,neu,1104796800B00005BXKMA13V8OBHC3247U
1,It does warm the bottle to the perfect temperature.,pos,1104796800B00005BXKMA13V8OBHC3247U
1,It has drawbacks though.,neg,1104796800B00005BXKMA13V8OBHC3247U
1,I took us 6 minutes to heat up a bottle that we had in the fridge.,neg,1104796800B00005BXKMA13V8OBHC3247U
1,It also developed some brown crusty looking stuff in the bottom of it and all the numbers rubbed off the measuring tube.,neg,1104796800B00005BXKMA13V8OBHC3247U
1,We barely even use it anymore because it it not too convenient when you have a hungry baby waiting for her bottle.,neg,1104796800B00005BXKMA13V8OBHC3247U
1,I have to say I love this.,pos,1144972800B000056OUGA1LCIJ00E80ATP
1,Easy to use and most of all its clean.,pos,1144972800B000056OUGA1LCIJ00E80ATP
1,I was not told by my doctor that I needed to sterlize my daughter's bottles but I do anyway.,neu,1106611200B000056OUHA1IMY4GVUFL3OA
1,This thing is great.,pos,1106611200B000056OUHA1IMY4GVUFL3OA
1,It fits any type of bottle.,pos,1106611200B000056OUHA1IMY4GVUFL3OA
1,I use it everyday.,pos,1106611200B000056OUHA1IMY4GVUFL3OA
1,It so easy to use and fast.,pos,1106611200B000056OUHA1IMY4GVUFL3OA
1,It takes only 4 mins to sterlize your bottles nipples pacifiers etc,pos,1106611200B000056OUHA1IMY4GVUFL3OA
1,It took us almost an hour to figure out how to get the thing CORRECTLY installed in the car the first time.,neg,1137369600B00007DWBHA1HH6Z1DU7EJQH
1,Although it was easy to get it in there that didn't mean it was CORRECTLY installed.,neu,1137369600B00007DWBHA1HH6Z1DU7EJQH
1,Since both of us drive baby places in our cars we really needed another base.,neg,1137369600B00007DWBHA1HH6Z1DU7EJQH
1,Putting baby in teh car now takes about two seconds.,pos,1137369600B00007DWBHA1HH6Z1DU7EJQH
1,We are considering buying one for the babysitter and even the friend who occasinally picks up baby from daycare.,pos,1137369600B00007DWBHA1HH6Z1DU7EJQH
1,Definately worth AT LEAST $40.00.,pos,1137369600B00007DWBHA1HH6Z1DU7EJQH
1,Our son absolutely LOVES this play gym.,pos,1109289600B0000936LRA2X423ETX2CX3U
1,He smiles laughs and talks at the light- up star and enjoys batting the toys to make the music come on.,pos,1109289600B0000936LRA2X423ETX2CX3U
1,The bright colors really hold his attention and I like that I can move the toys around to change his view.,pos,1109289600B0000936LRA2X423ETX2CX3U
1,The mat also washes easily and dries quickly.,pos,1109289600B0000936LRA2X423ETX2CX3U
1,Highly recommended!,pos,1109289600B0000936LRA2X423ETX2CX3U
1,All of our crib sheets are organic cotton but this one is the BEST hands down.,pos,1219363200B0014HQITAAWLK6NSSV0YNA
1,I thought all of our other sheets felt really soft compared with conventional cotton but this one is even softer!,pos,1219363200B0014HQITAAWLK6NSSV0YNA
1,Feels like a smooth thick organic cotton stretchy t- shirt.,pos,1219363200B0014HQITAAWLK6NSSV0YNA
1,The fact that it is natural in color makes it even more soft than dyed organic cotton sheets.,pos,1219363200B0014HQITAAWLK6NSSV0YNA
1,CHOOSE THIS SHEET for your child's crib.,pos,1219363200B0014HQITAAWLK6NSSV0YNA
1,You will not be disappointed!,pos,1219363200B0014HQITAAWLK6NSSV0YNA
1,Our 3- month- old has been using these bottles since he was one month old.,pos,1222041600B000MRGML2A1F5O1USOUOOXI
1,The bottles don't leak at all and they don't cause gas.,pos,1222041600B000MRGML2A1F5O1USOUOOXI
1,I can only guess that the ones who had leaking problems don't know how to screw a bottle cap on.,neg,1222041600B000MRGML2A1F5O1USOUOOXI
1,At least one reviewer (maybe it was on the larger bottles; I read through those reviews too) seems to think the bubbles rising through the milk as the baby eats the milk is a bad sign.,neg,1222041600B000MRGML2A1F5O1USOUOOXI
1,They apparently didn't go through any physics classes on their way to their ged.,neg,1222041600B000MRGML2A1F5O1USOUOOXI
1,If there weren't bubbles then a vacuum would develop behind the milk making it harder and harder to suck the milk out.,neu,1222041600B000MRGML2A1F5O1USOUOOXI
1,So the bubbles are entirely necessary to equalize the pressure inside the bottle with the outside.,neu,1222041600B000MRGML2A1F5O1USOUOOXI
1,We plan to buy the larger bottles when he gets older and I might change my opinion then based on what I'm seeing in the reviews about the nipples that allow more flow.,neu,1222041600B000MRGML2A1F5O1USOUOOXI
1,But for our newborn these bottles have been great.,pos,1222041600B000MRGML2A1F5O1USOUOOXI
1,In the past I rated a diaper pail that required expensive refills.,neg,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,In the review I stated to go for a pail where you can use your own bags that's what had done.,neu,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,All was well for a couple of months.,pos,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,Our diaper changing area was on the first floor in the laundry room.,neu,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,We put a changing pad on top of the dryer so we wouldn't have to run upstairs all the time to change diapers (we had 2 children in diapers at the same time) well soon we started to notice an odor and it didn't go away.,neg,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,We came to realize that the pail itself was absorbing the odors and we could not get rid of the stench no matter how much we washed it.,neg,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,Now we just use an ittby bitty garbage can that holds about 5 diapers and we empty it out every day that's the only way to keep the diaper smell out of the house.,neg,1134000000B0009A4FBQA3TMUD4J0MOAA8
1,After researching various different monitors I purchased this one based on the reviews written here.,pos,1109808000B000S35QLCA3J8UGOK791NQZ
1,It is a great monitor!,pos,1109808000B000S35QLCA3J8UGOK791NQZ
1,It's crystal clear and we live in housing on an Air Force base where there is a lot of other monitors and cordless phones close by.,pos,1109808000B000S35QLCA3J8UGOK791NQZ
1,It's very easy to use and the extra $10.00 spent on this one vs. the 9 channel model is well worth it considering that you get 3 times as many channels and a rechargeable battery on this one.,pos,1109808000B000S35QLCA3J8UGOK791NQZ
1,I love this monitor and am so glad I purchased it!,pos,1109808000B000S35QLCA3J8UGOK791NQZ
1,Well worth the money!,pos,1109808000B000S35QLCA3J8UGOK791NQZ
1,My son ABSOLUTELY LOVES this jumperoo.,pos,1232668800B000LXQVA4A2J9YT56VIMEZN
1,He had so much fun in this!,pos,1232668800B000LXQVA4A2J9YT56VIMEZN
1,The colors are great it's easy to assemble & adjust.,pos,1232668800B000LXQVA4A2J9YT56VIMEZN
1,If you're trying to decide between this and the bouncer GET THIS.,pos,1232668800B000LXQVA4A2J9YT56VIMEZN
1,Totally more fun!,pos,1232668800B000LXQVA4A2J9YT56VIMEZN
1,This is a very trim diaper when you combine it with a Thirsties or Bummis cover.,pos,1255219200B001W0XYQYA121CUBTOK9E1W
1,It hardly seems like they are wearing a cloth diaper!,pos,1255219200B001W0XYQYA121CUBTOK9E1W
1,Because it is so trim it makes it a great choice for diaper bags too.,pos,1255219200B001W0XYQYA121CUBTOK9E1W
1,They are super easy to use stains easily sunned out of this diaper and they wash beautifully.,pos,1255219200B001W0XYQYA121CUBTOK9E1W
1,They also save time in prepping; I only washed mine a couple times before using vs. 5 or 6 with prefolds and contours.,pos,1255219200B001W0XYQYA121CUBTOK9E1W
1,Just ordered a few size small to replace the x- small my son is growing out of.,pos,1255219200B001W0XYQYA121CUBTOK9E1W
1,This hamper is cute and sturdy enough to hold quite a few baby clothes with no problem.,pos,1258934400B002G9UTLSA2W8D6ACZ8YEI4
1,My only critique is that the cover bends slightly after a while and as a result the cover can fall into the hamper if you're not careful.,neg,1258934400B002G9UTLSA2W8D6ACZ8YEI4
1,A tab on the edge of the cover would be enough to prevent this from happening and make it a 5 star product.,neu,1258934400B002G9UTLSA2W8D6ACZ8YEI4
1,My only regret is not having bought this right away when we started formula.,pos,1251417600B0010L98DIA3KHMI2UYVBJGT
1,I had wondered if this product was gimmicky but after mixing formula all the time and storing it in bottles in the fridge I decided to give the pitcher a try.,neu,1251417600B0010L98DIA3KHMI2UYVBJGT
1,It is excellent!,pos,1251417600B0010L98DIA3KHMI2UYVBJGT
1,It mixes a really convenient amount of formula does so very well and quickly and with a minimum of added air in the formula.,pos,1251417600B0010L98DIA3KHMI2UYVBJGT
1,Do yourself a favor and acquire this helpful product!,pos,1251417600B0010L98DIA3KHMI2UYVBJGT
1,Love this little toy for traveing in the car.,pos,1253664000B000YDDF6OA2TYGFQ25HKZR0
1,Emersyn plays with it alot and loves the lights that change and create a Kaleidoscope of colors that both fascinate her and cause er to chatter!,pos,1253664000B000YDDF6OA2TYGFQ25HKZR0
1,A great take along toy!,pos,1253664000B000YDDF6OA2TYGFQ25HKZR0
1,When we first bought our baby home we needed a place to bathe him.,neu,1247356800B000066665AY12DBB0U420B
1,So we purchased a bath tub device that fit into the kitchen sink.,neu,1247356800B000066665AY12DBB0U420B
1,It worked well and we got good use out of it.,pos,1247356800B000066665AY12DBB0U420B
1,However after about 6 months of growth the baby was getting a bit big for the tub.,neg,1247356800B000066665AY12DBB0U420B
1,My wife began taking him into the shower and that worked well too.,neu,1247356800B000066665AY12DBB0U420B
1,The kid just loves baths I should add.,pos,1247356800B000066665AY12DBB0U420B
1,Then my wife found this Munchkin inflatable tub which we're using at the present time.,pos,1247356800B000066665AY12DBB0U420B
1,The inflatable tub works well.,pos,1247356800B000066665AY12DBB0U420B
1,It fits our tub well and the kid loves it.,pos,1247356800B000066665AY12DBB0U420B
1,Personally I could do without the cutsie- poo duck head and tail as it increases the difficulty of storing the thing without deflation.,neg,1247356800B000066665AY12DBB0U420B
1,Does the kid really appreciate the duck and recognize it?,neu,1247356800B000066665AY12DBB0U420B
1,Not really.,neg,1247356800B000066665AY12DBB0U420B
1,That corny stuff is for the adults and taking pictures.,neg,1247356800B000066665AY12DBB0U420B
1,But the tub itself works well.,pos,1247356800B000066665AY12DBB0U420B
1,He loves splashing with a little bubble bath in it.,pos,1247356800B000066665AY12DBB0U420B
1,Our faucet extends far enough that the tub water can be continuously refreshed.,pos,1247356800B000066665AY12DBB0U420B
1,The tub is easy to drain.,pos,1247356800B000066665AY12DBB0U420B
1,I just open the plug and wait for the water to leave (holding the plug open with one finger speeds the process).,pos,1247356800B000066665AY12DBB0U420B
1,I like the little heat indicator but my own testing by dipping my hand into the water is all that's really needed.,neu,1247356800B000066665AY12DBB0U420B
1,It's a good product that's probably a bit overpriced.,neu,1247356800B000066665AY12DBB0U420B
1,Gary Peterson,neu,1247356800B000066665AY12DBB0U420B
1,This has been the best bath investment we made for our son!,pos,1156377600B000066665A22JJMA7YFDUDS
1,He began using this on the countertop in the bathroom at about 7 months.,pos,1156377600B000066665A22JJMA7YFDUDS
1,He's 14 months now and it's in the bathtub.,pos,1156377600B000066665A22JJMA7YFDUDS
1,The quaker on the duck's bill still wokrs and it has a handy suction cup so we stick it to the back of the tub wall when done.,pos,1156377600B000066665A22JJMA7YFDUDS
1,It drains nicely.,pos,1156377600B000066665A22JJMA7YFDUDS
1,We've taken several vacations and it deflates with ease.,pos,1156377600B000066665A22JJMA7YFDUDS
1,I don't know why the previous poster said it took them a half hour to blow up!?,neu,1156377600B000066665A22JJMA7YFDUDS
1,I've inflated this within a couple of minutes with no problem.,pos,1156377600B000066665A22JJMA7YFDUDS
1,Their issue may have been that they didn't read the directions regarding the valve.,neu,1156377600B000066665A22JJMA7YFDUDS
1,Many inflatable items have a closed valve so when you try and blow up the item you have to pinch the stem at the same time.,neu,1156377600B000066665A22JJMA7YFDUDS
1,This allows a little flap in the valve to open and let air in.,neu,1156377600B000066665A22JJMA7YFDUDS
1,The purpose is to keep leaking of air from the valve stem over time to a minimum.,neu,1156377600B000066665A22JJMA7YFDUDS
1,My 72 year old mother in law blew this up at the beach with no problems once I showed her the valve trick!,pos,1156377600B000066665A22JJMA7YFDUDS
1,We highly recommend this tub as it is durable and fun!,pos,1156377600B000066665A22JJMA7YFDUDS
1,We just squeak the duck's bill and our son comes running for his bath!,pos,1156377600B000066665A22JJMA7YFDUDS
1,This is a beautiful piece of equipment.,pos,1222560000B000WIEH2CAEW9D1OMQGN6W
1,Of all the items I received at my baby shower this was the one I was most excited about.,pos,1222560000B000WIEH2CAEW9D1OMQGN6W
1,It's very well designed and I love all the features - especially how cuddly the seat is and the fact that we could also hook in our car seat.,pos,1222560000B000WIEH2CAEW9D1OMQGN6W
1,The only problem for us was that our son really didn't like it at all.,neg,1222560000B000WIEH2CAEW9D1OMQGN6W
1,He would occasionally sit in it for 5 minutes or so but most of the time he would start wailing the minute I got him anywhere near it.,neu,1222560000B000WIEH2CAEW9D1OMQGN6W
1,At his daycare they have a Fisher Price Papasan swing and he LOVES it.,neg,1222560000B000WIEH2CAEW9D1OMQGN6W
1,We ended up buying one of those and sadly the Sweet Peace is sitting in our basement in hopes that any future babies may enjoy it.,neg,1222560000B000WIEH2CAEW9D1OMQGN6W
1,The Sweet Peace is really nice but if you can try it out before you invest $$ since it doesn't work for every baby.,neu,1222560000B000WIEH2CAEW9D1OMQGN6W
1,I didn't like these towels.,neg,1249689600B001RIY7JOA317V8K4MU40G0
